9.390, -26.35
10.21, -19.41
10.13, -16.67
10.18, -14.64
10.29, -25.75
10.57, -17.72
10.70, -20.00
10.85, -23.50
10.73, -21.86
11.09, -23.00
11.19, -25.12
11.33, -28.00
11.38, -26.08
11.50, -25.01
11.59, -21.85
11.50, -28.30
11.71, -20.52
11.91, -22.86
12.03, -28.69
12.21, -22.80
12.11, -27.18
12.35, -20.09
12.36, -21.12
12.49, -19.45
12.60, -25.03
12.56, -20.80
12.62, -22.97
12.69, -32.07
12.83, -25.61
12.95, -21.98
13.15, -21.66
13.18, -24.27
13.30, -30.58
13.36, -27.91
13.50, -22.59
13.46, -23.67
13.67, -20.11
13.90, -21.75
13.92, -20.08
14.04, -23.72
14.12, -21.89
14.21, -20.37
14.36, -18.34
14.56, -18.54
14.60, -19.64
14.65, -21.19
14.70, -23.12
14.77, -22.03
14.91, -19.62
15.02, -18.57
15.19, -20.27
15.25, -20.79
15.18, -18.65
15.30, -22.19
15.51, -20.02
15.45, -21.62
15.65, -19.02
15.78, -20.61
15.86, -22.98
15.81, -21.61
15.97, -26.08
15.92, -24.53
16.12, -27.29
16.33, -27.12
16.48, -28.75
16.58, -31.06
16.65, -30.14
16.71, -34.64
16.72, -32.58
16.79, -33.54
16.89, -30.43
16.98, -26.60
16.87, -34.77
16.91, -28.55
17.08, -24.46
17.18, -22.45
17.28, -20.65
17.44, -19.28
17.62, -18.15
17.79, -17.05
18.02, -16.47
18.17, -17.60
18.30, -19.57
18.43, -20.34
18.57, -18.19
18.87, -19.37
18.96, -15.84
18.90, -18.04
18.91, -17.02
19.10, -14.46
19.30, -13.67
19.50, -14.35
19.49, -15.24
19.97, -18.77
19.99, -20.53
20.10, -22.59
19.77, -16.13
18.70, -16.75
10.35, -20.14
9.950, -13.39
